id,location,fault_severity,severity_type,event_type,log_feature,resource_type,text_for_ai
9231,location 980,1,severity_type 1,event_type 11,"feature 80, feature 201",resource_type 8,"Incident 9231 à location 980. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 80, feature 201], Événements [event_type 11], Ressource [resource_type 8]."
6821,location 118,0,severity_type 1,"event_type 34, event_type 20, event_type 35","feature 232, feature 307, feature 301, feature 134, feature 312",resource_type 2,"Incident 6821 à location 118. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 307, feature 301, feature 134, feature 312], Événements [event_type 34, event_type 20, event_type 35], Ressource [resource_type 2]."
12888,location 373,0,severity_type 2,event_type 34,feature 232,resource_type 2,"Incident 12888 à location 373. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232], Événements [event_type 34], Ressource [resource_type 2]."
6779,location 169,0,severity_type 2,"event_type 35, event_type 34","feature 307, feature 312, feature 227, feature 232",resource_type 2,"Incident 6779 à location 169. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 307, feature 312, feature 227, feature 232], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
11232,location 421,0,severity_type 1,"event_type 34, event_type 20, event_type 35","feature 307, feature 312, feature 232, feature 301, feature 219, feature 134",resource_type 2,"Incident 11232 à location 421. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 307, feature 312, feature 232, feature 301, feature 219, feature 134], Événements [event_type 34, event_type 20, event_type 35], Ressource [resource_type 2]."
11685,location 779,2,severity_type 2,event_type 15,"feature 82, feature 201, feature 80, feature 203",resource_type 8,"Incident 11685 à location 779. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 82, feature 201, feature 80, feature 203], Événements [event_type 15], Ressource [resource_type 8]."
1318,location 690,1,severity_type 1,"event_type 11, event_type 20","feature 219, feature 202, feature 134, feature 81","resource_type 8, resource_type 2","Incident 1318 à location 690. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 219, feature 202, feature 134, feature 81], Événements [event_type 11, event_type 20], Ressource [resource_type 8, resource_type 2]."
909,location 59,1,severity_type 2,event_type 11,"feature 171, feature 55",resource_type 8,"Incident 909 à location 59. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 171, feature 55], Événements [event_type 11], Ressource [resource_type 8]."
18511,location 648,1,severity_type 1,"event_type 11, event_type 13","feature 345, feature 68, feature 273","resource_type 6, resource_type 8","Incident 18511 à location 648. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 345, feature 68, feature 273], Événements [event_type 11, event_type 13], Ressource [resource_type 6, resource_type 8]."
16460,location 478,0,severity_type 2,"event_type 34, event_type 35","feature 309, feature 313, feature 233, feature 234, feature 314, feature 229",resource_type 2,"Incident 16460 à location 478. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 309, feature 313, feature 233, feature 234, feature 314, feature 229], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
12008,location 118,0,severity_type 2,"event_type 34, event_type 35","feature 232, feature 312",resource_type 2,"Incident 12008 à location 118. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 312], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
6811,location 124,0,severity_type 2,"event_type 35, event_type 34","feature 235, feature 313, feature 232, feature 315, feature 227, feature 312, feature 307, feature 233",resource_type 2,"Incident 6811 à location 124. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 235, feature 313, feature 232, feature 315, feature 227, feature 312, feature 307, feature 233], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
16071,location 7,0,severity_type 1,event_type 11,"feature 171, feature 70, feature 191, feature 55, feature 202, feature 81",resource_type 8,"Incident 16071 à location 7. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 171, feature 70, feature 191, feature 55, feature 202, feature 81], Événements [event_type 11], Ressource [resource_type 8]."
4486,location 12,0,severity_type 1,event_type 11,feature 74,resource_type 8,"Incident 4486 à location 12. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 74], Événements [event_type 11], Ressource [resource_type 8]."
183,location 1026,1,severity_type 1,"event_type 13, event_type 11","feature 273, feature 68","resource_type 6, resource_type 8","Incident 183 à location 1026. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 273, feature 68], Événements [event_type 13, event_type 11], Ressource [resource_type 6, resource_type 8]."
5729,location 270,0,severity_type 4,event_type 35,feature 313,resource_type 2,"Incident 5729 à location 270. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 313], Événements [event_type 35], Ressource [resource_type 2]."
15368,location 1106,0,severity_type 1,event_type 11,"feature 170, feature 54",resource_type 8,"Incident 15368 à location 1106. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 170, feature 54], Événements [event_type 11], Ressource [resource_type 8]."
5064,location 1090,0,severity_type 1,event_type 11,"feature 202, feature 81",resource_type 8,"Incident 5064 à location 1090. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 202, feature 81], Événements [event_type 11], Ressource [resource_type 8]."
11530,location 522,0,severity_type 2,"event_type 35, event_type 34","feature 312, feature 232",resource_type 2,"Incident 11530 à location 522. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 232], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
14860,location 1007,0,severity_type 1,"event_type 15, event_type 11","feature 80, feature 201",resource_type 8,"Incident 14860 à location 1007. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 80, feature 201], Événements [event_type 15, event_type 11], Ressource [resource_type 8]."
13166,location 836,0,severity_type 1,event_type 11,"feature 73, feature 195",resource_type 8,"Incident 13166 à location 836. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 73, feature 195], Événements [event_type 11], Ressource [resource_type 8]."
14528,location 145,0,severity_type 2,"event_type 34, event_type 35","feature 232, feature 312, feature 227, feature 313, feature 233, feature 307",resource_type 2,"Incident 14528 à location 145. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 312, feature 227, feature 313, feature 233, feature 307], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
4202,location 895,1,severity_type 2,"event_type 44, event_type 43, event_type 50, event_type 42","feature 376, feature 375, feature 374, feature 368, feature 290",resource_type 2,"Incident 4202 à location 895. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 376, feature 375, feature 374, feature 368, feature 290], Événements [event_type 44, event_type 43, event_type 50, event_type 42], Ressource [resource_type 2]."
3916,location 1020,1,severity_type 1,event_type 11,"feature 209, feature 155, feature 182, feature 170, feature 204, feature 68",resource_type 8,"Incident 3916 à location 1020. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 209, feature 155, feature 182, feature 170, feature 204, feature 68], Événements [event_type 11], Ressource [resource_type 8]."
11454,location 804,1,severity_type 1,event_type 20,"feature 219, feature 134",resource_type 2,"Incident 11454 à location 804. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 219, feature 134], Événements [event_type 20], Ressource [resource_type 2]."
12297,location 1055,0,severity_type 1,"event_type 11, event_type 15","feature 193, feature 71",resource_type 8,"Incident 12297 à location 1055. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 193, feature 71], Événements [event_type 11, event_type 15], Ressource [resource_type 8]."
553,location 798,0,severity_type 1,"event_type 11, event_type 15","feature 82, feature 203",resource_type 8,"Incident 553 à location 798. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 82, feature 203], Événements [event_type 11, event_type 15], Ressource [resource_type 8]."
10390,location 1052,1,severity_type 1,"event_type 15, event_type 54","feature 82, feature 203, feature 71","resource_type 8, resource_type 2","Incident 10390 à location 1052. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 82, feature 203, feature 71], Événements [event_type 15, event_type 54], Ressource [resource_type 8, resource_type 2]."
5056,location 122,0,severity_type 2,"event_type 34, event_type 35","feature 313, feature 312, feature 233, feature 235",resource_type 2,"Incident 5056 à location 122. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 313, feature 312, feature 233, feature 235], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
10503,location 157,0,severity_type 2,"event_type 35, event_type 34","feature 232, feature 312",resource_type 2,"Incident 10503 à location 157. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 312], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
1835,location 802,1,severity_type 1,"event_type 18, event_type 13, event_type 11","feature 68, feature 338, feature 261, feature 273","resource_type 8, resource_type 6, resource_type 10","Incident 1835 à location 802. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 68, feature 338, feature 261, feature 273], Événements [event_type 18, event_type 13, event_type 11], Ressource [resource_type 8, resource_type 6, resource_type 10]."
10085,location 242,0,severity_type 2,"event_type 34, event_type 35","feature 314, feature 309, feature 312, feature 234, feature 229, feature 232",resource_type 2,"Incident 10085 à location 242. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 314, feature 309, feature 312, feature 234, feature 229, feature 232], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
13807,location 893,0,severity_type 1,"event_type 43, event_type 42, event_type 44","feature 376, feature 368, feature 291, feature 290, feature 120, feature 375, feature 125, feature 283",resource_type 2,"Incident 13807 à location 893. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 376, feature 368, feature 291, feature 290, feature 120, feature 375, feature 125, feature 283], Événements [event_type 43, event_type 42, event_type 44], Ressource [resource_type 2]."
11318,location 457,0,severity_type 2,"event_type 35, event_type 34","feature 233, feature 312, feature 315, feature 316, feature 313, feature 235, feature 232",resource_type 2,"Incident 11318 à location 457. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 233, feature 312, feature 315, feature 316, feature 313, feature 235, feature 232], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
